DB00619,DB00188,0
DB01101,DB00188,0
DB01254,DB00188,0
DB01229,DB00480,0
DB00811,DB01101,0
DB01004,DB01610,0
DB00445,DB00877,0
DB00811,DB00188,0
DB01263,DB00188,0
DB00619,DB00480,0
DB00740,DB00334,0
DB00230,DB00176,0
DB01212,DB00671,0
DB00200,DB00115,0
DB00213,DB00740,0
DB00493,DB00671,0
DB00230,DB01105,0
DB01413,DB00493,0
DB00203,DB00188,0
DB00563,DB00480,0
DB00850,DB00433,0
DB01212,DB00355,0
DB00398,DB00188,0
DB00535,DB00671,0
DB00361,DB00570,0
DB01232,DB00188,0
DB00230,DB01186,0
DB01242,DB01037,0
DB00230,DB00740,0
DB00480,DB01254,0
DB00493,DB00355,0
DB00218,DB00740,0
DB00531,DB00877,0
DB01229,DB00877,0
DB00445,DB00989,0
DB00244,DB00445,0
DB01242,DB00989,0
DB00493,DB00535,0
DB00989,DB01037,0
DB00624,DB00959,0
DB00188,DB00523,0
DB01047,DB01260,0
DB01263,DB01229,0
DB00811,DB01229,0
DB00591,DB01047,0
DB01413,DB00671,0
DB00480,DB01101,0
DB01043,DB00188,0
DB01043,DB01037,0
DB01238,DB00188,0
DB01263,DB01101,0
DB00860,DB00324,0
DB00591,DB01260,0
DB00669,DB00188,0
DB00877,DB00188,0
DB00813,DB01037,0
DB00591,DB00860,0
DB01129,DB00740,0
DB00445,DB00740,0
DB00201,DB00277,0
DB00218,DB01267,0
DB01413,DB00535,0
DB01037,DB01105,0
DB00993,DB00201,0
DB01004,DB01101,0
DB00479,DB01172,0
DB00591,DB00620,0
DB00531,DB01143,0
DB00811,DB01043,0
DB01223,DB00201,0
DB01037,DB00176,0
DB00704,DB00327,0
DB01410,DB01222,0
DB00398,DB00563,0
DB00713,DB00485,0
DB00853,DB00811,0
DB00398,DB00317,0
DB00811,DB00480,0
DB00993,DB00277,0
DB00740,DB00448,0
DB00860,DB00873,0
DB00631,DB00242,0
DB00740,DB01186,0
DB01267,DB00188,0
DB01416,DB00535,0
DB00307,DB00445,0
DB00472,DB00740,0
DB00218,DB01238,0
DB00591,DB00959,0
DB00438,DB00671,0
DB00993,DB00501,0
DB00355,DB00671,0
DB01223,DB00993,0
DB00740,DB00188,0
DB00355,DB00438,0
DB00472,DB01037,0
DB01212,DB00993,0
DB00635,DB00591,0
DB00394,DB01410,0
DB01242,DB00188,0
DB00503,DB00188,0
DB01043,DB00523,0
DB01137,DB00740,0
DB00811,DB00523,0
DB00398,DB00619,0
DB01410,DB00620,0
DB00591,DB01410,0
DB01101,DB00987,0
DB00218,DB01232,0
DB00445,DB01238,0
DB01030,DB00541,0
DB01137,DB01267,0
DB00398,DB01254,0
DB00624,DB00445,0
DB01267,DB01263,0
DB00811,DB00445,0
DB00203,DB01263,0
DB00480,DB01238,0
DB00531,DB01043,0
DB00193,DB00989,0
DB00681,DB00230,0
DB01082,DB00479,0
DB00218,DB01101,0
DB01416,DB00493,0
DB01327,DB00671,0
DB00993,DB00851,0
DB00218,DB00989,0
DB00591,DB00324,0
DB00993,DB00900,0
DB01229,DB00523,0
DB00860,DB01047,0
DB00740,DB00989,0
DB01186,DB00188,0
DB00659,DB00230,0
DB00531,DB00435,0
DB00860,DB01260,0
DB01242,DB01105,0
DB01263,DB00740,0
DB00740,DB01238,0
DB00180,DB01410,0
DB01413,DB01416,0
DB01416,DB00671,0
DB00999,DB00880,0
DB01182,DB00445,0
DB01033,DB00201,0
DB00633,DB00683,0
DB00850,DB00623,0
DB01186,DB01242,0
DB00355,DB00535,0
DB00591,DB00873,0
DB01181,DB00480,0
DB00445,DB01043,0
DB00993,DB04441,0
DB01129,DB01186,0
DB00445,DB01037,0
DB00683,DB00897,0
DB00993,DB00194,0
DB00740,DB00734,0
DB01263,DB01232,0
DB00394,DB00591,0
DB01030,DB00361,0
DB00295,DB00704,0
DB00394,DB01047,0
DB00989,DB00188,0
DB00873,DB00324,0
DB00526,DB01043,0
DB01186,DB00669,0
DB01263,DB00989,0
DB00741,DB00324,0
DB00704,DB01183,0
DB00324,DB00443,0
DB01263,DB01254,0
DB01101,DB01254,0
DB00683,DB00656,0
DB00398,DB00480,0
DB00959,DB01047,0
DB00480,DB00877,0
DB00526,DB00480,0
DB00218,DB01242,0
DB01263,DB01238,0
DB01410,DB01047,0
DB00962,DB01242,0
DB00441,DB00242,0
DB00338,DB00740,0
DB00591,DB01222,0
DB00203,DB00445,0
DB00180,DB01222,0
DB00441,DB00631,0
