DB00945,DB00526,1
DB00945,DB00458,1
DB00945,DB00996,1
DB00945,DB00454,1
DB00945,DB00213,1
DB00945,DB00492,1
DB00945,DB01212,1
DB00945,DB00398,1
DB00945,DB00709,1
DB00945,DB00775,1
DB00945,DB00697,1
DB00945,DB00853,1
DB00945,DB01413,1
DB00945,DB00440,1
DB00945,DB00181,1
DB00945,DB00519,1
DB00945,DB01195,1
DB00945,DB00250,1
DB00945,DB01004,1
DB00945,DB00582,1
DB00945,DB00268,1
DB00945,DB01193,1
DB00945,DB01204,1
DB00945,DB01248,1
DB00945,DB00555,1
DB00945,DB00862,1
DB00945,DB00990,1
DB00945,DB00195,1
DB00945,DB00204,1
DB00945,DB00542,1
DB00945,DB01197,1
DB00945,DB00953,1
DB00945,DB01115,1
DB00945,DB00341,1
DB00945,DB00920,1
DB00945,DB00394,1
DB00945,DB00243,1
DB00945,DB02300,1
DB00945,DB00571,1
DB00945,DB00530,1
DB00945,DB00635,1
DB00945,DB00441,1
DB00945,DB01026,1
DB00945,DB00275,1
DB00945,DB00681,1
DB00945,DB00968,1
DB00945,DB00424,1
DB00945,DB00455,1
DB00945,DB01009,1
DB00945,DB01042,1
DB00945,DB00726,1
DB00945,DB00710,1
DB00945,DB01224,1
DB00945,DB00346,1
DB00945,DB00601,1
DB00945,DB00924,1
DB00945,DB00540,1
DB00945,DB00218,1
DB00945,DB00559,1
DB00945,DB01275,1
DB00945,DB00975,1
DB00945,DB00248,1
DB00945,DB00472,1
DB00945,DB00321,1
DB00945,DB00413,1
DB00945,DB00410,1
DB00945,DB00244,1
DB00945,DB01233,1
DB00945,DB00295,1
DB00945,DB01223,1
DB00945,DB01137,1
DB00945,DB00642,1
DB00945,DB00999,1
DB00945,DB00439,1
DB00945,DB00577,1
DB00945,DB00415,1
DB00945,DB00742,1
DB00945,DB00586,1
DB00945,DB00580,1
DB00945,DB00798,1
DB00945,DB01337,1
DB00945,DB00426,1
DB00945,DB00649,1
DB00945,DB00993,1
DB00945,DB01327,1
DB00945,DB00335,1
DB00945,DB00967,1
DB00945,DB00363,1
DB00945,DB00531,1
DB00945,DB00417,1
DB00945,DB00864,1
DB00945,DB00343,1
DB00945,DB00757,1
DB00945,DB01162,1
DB00945,DB00180,1
DB00945,DB00200,1
DB00945,DB00350,1
DB00945,DB00661,1
DB00945,DB00630,1
DB00945,DB01124,1
DB00945,DB00787,1
DB00945,DB00512,1
DB00945,DB00422,1
DB00945,DB01140,1
DB00945,DB00598,1
DB00945,DB00673,1
DB00945,DB00222,1
DB00945,DB06700,1
DB00945,DB00612,1
DB00945,DB01032,1
DB00945,DB00700,1
DB00945,DB00836,1
DB00945,DB00624,1
DB00945,DB00153,1
DB00945,DB00231,1
DB00945,DB00373,1
DB00945,DB00860,1
DB00945,DB00585,1
DB00945,DB00563,1
DB00945,DB01036,1
DB00945,DB01048,1
DB00945,DB01416,1
DB00945,DB01203,1
DB00945,DB00211,1
DB00945,DB01291,1
DB00945,DB00459,1
DB00945,DB01076,1
DB00945,DB00361,1
DB00945,DB00194,1
DB00945,DB00381,1
DB00945,DB00808,1
DB00945,DB00590,1
DB00945,DB00203,1
DB00945,DB00252,1
DB00945,DB00338,1
DB00945,DB00921,1
DB00945,DB00802,1
DB00945,DB00627,1
DB00945,DB00969,1
DB00945,DB01240,1
DB00945,DB00280,1
DB00945,DB00927,1
DB00945,DB01059,1
DB00945,DB00962,1
DB00945,DB00270,1
DB00945,DB00698,1
DB00945,DB01129,1
DB00945,DB00327,1
DB00945,DB00724,1
DB00945,DB00674,1
DB00945,DB00820,1
DB00945,DB01182,1
DB00945,DB00285,1
DB00945,DB00762,1
DB00945,DB00583,1
DB00945,DB01273,1
DB00945,DB00850,1
DB00945,DB00654,1
DB00945,DB00916,1
DB00945,DB00537,1
DB00945,DB00833,1
DB00945,DB01149,1
DB00945,DB00741,1
DB00945,DB00658,1
DB00945,DB00829,1
DB00945,DB00533,1
DB00945,DB00198,1
DB00945,DB00883,1
DB00945,DB01077,1
DB00945,DB00193,1
DB00945,DB01156,1
DB00945,DB00818,1
DB00945,DB01586,1
DB00945,DB00884,1
DB00945,DB00841,1
DB00945,DB00747,1
DB00945,DB00889,1
DB00945,DB00842,1
DB00945,DB00851,1
DB00945,DB00770,1
DB00945,DB00623,1
DB00945,DB00819,1
DB00945,DB00230,1
DB00945,DB00208,1
DB00945,DB00497,1
DB00945,DB00811,1
DB00945,DB00991,1
DB00945,DB02379,1
DB00945,DB01623,1
DB00945,DB01085,1
DB00945,DB00489,1
DB00945,DB01083,1
DB00945,DB01249,1
DB00945,DB00493,1
DB00945,DB00196,1
DB00945,DB00445,1
DB00945,DB00620,1
DB00945,DB00564,1
DB00945,DB01217,1
DB00945,DB00115,1
DB00945,DB00959,1
DB00945,DB00763,1
DB00945,DB00209,1
DB00945,DB00873,1
DB00945,DB01050,1
DB00945,DB00277,1
DB00945,DB01060,1
DB00945,DB00465,1
DB00945,DB00625,1
DB00945,DB00242,1
DB00945,DB00906,1
DB00945,DB00351,1
DB00945,DB00712,1
DB00945,DB00960,1
DB00945,DB01215,1
DB00945,DB01167,1
DB00945,DB00727,1
DB00945,DB01047,1
DB00945,DB00402,1
DB00945,DB01118,1
DB00945,DB00784,1
DB00945,DB00683,1
DB00945,DB00319,1
DB00945,DB00425,1
DB00945,DB01128,1
DB00945,DB01202,1
DB00945,DB00869,1
DB00945,DB01186,1
DB00945,DB00278,1
DB00945,DB00745,1
DB00945,DB00303,1
DB00945,DB00355,1
DB00945,DB01020,1
DB00945,DB00947,1
DB00945,DB00545,1
DB00945,DB00477,1
DB00945,DB00951,1
DB00945,DB00377,1
DB00945,DB01229,1
DB00945,DB00297,1
DB00945,DB01045,1
DB00945,DB01222,1
DB00945,DB00284,1
DB00945,DB00199,1
DB00945,DB00619,1
DB00945,DB00162,1
DB00945,DB00281,1
DB00945,DB00330,1
DB00945,DB01211,1
DB00945,DB00315,1
DB00945,DB00401,1
DB00945,DB01610,1
DB00945,DB00557,1
DB00945,DB00603,1
DB00945,DB00790,1
DB00945,DB00379,1
DB00945,DB00690,1
DB00945,DB00214,1
DB00945,DB00480,1
DB00945,DB01005,1
DB00945,DB00207,1
DB00945,DB00909,1
DB00945,DB00773,1
DB00945,DB00535,1
DB00945,DB00900,1
DB00945,DB00734,1
DB00945,DB00806,1
DB00945,DB01173,1
DB00945,DB00544,1
DB00945,DB00461,1
DB00945,DB00279,1
DB00945,DB00238,1
DB00945,DB00313,1
DB00945,DB00541,1
DB00945,DB00887,1
DB00945,DB01095,1
DB00945,DB01112,1
DB00945,DB01136,1
DB00945,DB00443,1
DB00945,DB00310,1
DB00945,DB01143,1
DB00945,DB00438,1
DB00945,DB01044,1
DB00945,DB01595,1
DB00945,DB00983,1
DB00945,DB01150,1
DB00945,DB00813,1
DB00945,DB00549,1
DB00945,DB00484,1
DB00945,DB00376,1
DB00945,DB00482,1
DB00945,DB00481,1
DB00945,DB01079,1
DB00945,DB00567,1
DB00945,DB00333,1
DB00945,DB00749,1
DB00945,DB00804,1
DB00945,DB01062,1
DB00945,DB00669,1
DB00945,DB00874,1
DB00945,DB01242,1
DB00945,DB01241,1
DB00945,DB00881,1
DB00945,DB00186,1
DB00945,DB04441,1
DB00945,DB00184,1
DB00945,DB00490,1
DB00945,DB00675,1
DB00945,DB00843,1
DB00945,DB00524,1
DB00945,DB00332,1
DB00945,DB00460,1
DB00945,DB00989,1
DB00945,DB00334,1
DB00945,DB00912,1
DB00945,DB01069,1
DB00945,DB00175,1
DB00945,DB00374,1
DB00945,DB00973,1
DB00945,DB00395,1
DB00945,DB01110,1
DB00945,DB00494,1
DB00945,DB00503,1
DB00945,DB00475,1
DB00945,DB00158,1
DB00945,DB00502,1
DB00945,DB01132,1
DB00945,DB00938,1
DB00945,DB00448,1
DB00945,DB00622,1
DB00945,DB01097,1
DB00945,DB00496,1
DB00945,DB00499,1
DB00945,DB00261,1
DB00945,DB01068,1
DB00945,DB00796,1
DB00945,DB01043,1
DB00945,DB00495,1
DB00945,DB01037,1
DB00945,DB00795,1
DB00945,DB00136,1
DB00945,DB00966,1
DB00945,DB00399,1
DB00945,DB00331,1
DB00945,DB00986,1
DB00945,DB00423,1
DB00945,DB00538,1
DB00945,DB06151,1
DB00945,DB00950,1
DB00945,DB00605,1
DB00945,DB00191,1
DB00945,DB01104,1
DB00945,DB00758,1
DB00945,DB00390,1
DB00945,DB00177,1
DB00945,DB01023,1
DB00945,DB01039,1
DB00945,DB00722,1
DB00945,DB00958,1
DB00945,DB00915,1
DB00945,DB00176,1
DB00945,DB00776,1
DB00945,DB00328,1
DB00945,DB05271,1
DB00945,DB00897,1
DB00945,DB00668,1
DB00945,DB00264,1
DB00945,DB00753,1
DB00945,DB01001,1
DB00945,DB00396,1
DB00945,DB01142,1
DB00945,DB00404,1
DB00945,DB00717,1
DB00945,DB01072,1
DB00945,DB00446,1
DB00945,DB01022,1
DB00945,DB00641,1
DB00945,DB00650,1
DB00945,DB00215,1
DB00945,DB00457,1
DB00945,DB01105,1
DB00945,DB00216,1
DB00945,DB00292,1
DB00945,DB00972,1
DB00945,DB01611,1
DB00945,DB00468,1
DB00945,DB00783,1
DB00945,DB00584,1
DB00945,DB00715,1
DB00945,DB00695,1
DB00945,DB00316,1
DB00945,DB01101,1
DB00945,DB01006,1
DB00945,DB01190,1
DB00945,DB01367,1
DB00945,DB00370,1
DB00945,DB00227,1
DB00945,DB00225,1
DB00945,DB00575,1
DB00945,DB01609,1
DB00945,DB00794,1
DB00945,DB00737,1
DB00945,DB00257,1
DB00945,DB00877,1
DB00945,DB01126,1
DB00945,DB00317,1
DB00945,DB00513,1
DB00945,DB00678,1
DB00945,DB00904,1
DB00945,DB01067,1
DB00945,DB01041,1
DB00945,DB01029,1
DB00945,DB01238,1
DB00945,DB00367,1
DB00945,DB00339,1
DB00945,DB00656,1
DB00945,DB01188,1
DB00945,DB00421,1
DB00945,DB01264,1
DB00945,DB00451,1
DB00945,DB00684,1
DB00945,DB00470,1
DB00945,DB00178,1
DB00945,DB00857,1
DB00945,DB01254,1
DB00945,DB01016,1
DB00945,DB00863,1
DB00945,DB00987,1
DB00945,DB00188,1
DB00945,DB00523,1
DB00945,DB01216,1
DB00945,DB00501,1
DB00945,DB00878,1
DB00945,DB00433,1
DB00945,DB01194,1
DB00945,DB00273,1
DB00945,DB02530,1
DB00526,DB00996,1
DB00526,DB00213,1
DB00526,DB01212,1
DB00526,DB00709,1
DB00526,DB00697,1
DB00526,DB01413,1
DB00526,DB00519,1
DB00526,DB01193,1
DB00526,DB01248,1
DB00526,DB00555,1
DB00526,DB01197,1
DB00526,DB01115,1
DB00526,DB00341,1
DB00526,DB00571,1
DB00526,DB00530,1
DB00526,DB00635,1
DB00526,DB00441,1
DB00526,DB00275,1
DB00526,DB00424,1
DB00526,DB00455,1
DB00526,DB01009,1
DB00526,DB00710,1
DB00526,DB01224,1
DB00526,DB00924,1
DB00526,DB00472,1
DB00526,DB00244,1
DB00526,DB01233,1
DB00526,DB00295,1
DB00526,DB01137,1
DB00526,DB00642,1
DB00526,DB00999,1
DB00526,DB00577,1
DB00526,DB00586,1
